XAUUSD H4 | 1999 bars | 2026-04-08 01:51 BJT
时间(BJT)|开|高|低|收
01-30 22:00|2785.70|2798.32|2780.18|2795.64
01-31 02:00|2795.65|2798.36|2788.86|2794.10
01-31 06:00|2794.98|2799.40|2791.38|2796.37
01-31 10:00|2796.31|2798.14|2793.79|2795.52
01-31 14:00|2795.54|2800.93|2791.50|2793.79
01-31 18:00|2793.76|2808.38|2790.84|2806.42
01-31 22:00|2806.45|2817.21|2802.84|2808.56
02-01 02:00|2808.56|2808.83|2794.27|2800.57
02-03 06:00|2802.07|2813.70|2778.13|2782.15
02-03 10:00|2782.14|2785.15|2772.10|2783.15
02-03 14:00|2783.14|2800.69|2782.96|2796.35
02-03 18:00|2796.35|2811.90|2793.09|2811.00
02-03 22:00|2811.02|2830.64|2810.11|2817.02
02-04 02:00|2817.08|2823.01|2812.49|2814.56
02-04 06:00|2813.06|2824.35|2811.61|2823.44
02-04 10:00|2823.40|2824.59|2813.48|2815.96
02-04 14:00|2815.88|2821.81|2807.22|2820.44
02-04 18:00|2820.37|2837.00|2812.68|2831.66
02-04 22:00|2831.66|2845.40|2828.67|2844.04
02-05 02:00|2844.00|2845.08|2840.88|2841.89
02-05 06:00|2840.90|2849.00|2839.65|2844.39
02-05 10:00|2844.47|2860.59|2844.04|2859.22
02-05 14:00|2859.29|2872.16|2854.88|2870.24
02-05 18:00|2870.32|2876.95|2858.60|2861.93
02-05 22:00|2861.89|2882.30|2860.65|2873.11
02-06 02:00|2873.11|2873.54|2859.85|2867.08
02-06 06:00|2867.46|2871.73|2863.78|2871.65
02-06 10:00|2871.60|2873.25|2864.34|2868.39
02-06 14:00|2868.37|2871.27|2848.77|2859.41
02-06 18:00|2859.38|2870.31|2855.57|2856.84
02-06 22:00|2856.82|2859.83|2833.96|2852.35
02-07 02:00|2852.37|2857.25|2849.74|2855.66
02-07 06:00|2855.86|2868.06|2855.57|2866.12
02-07 10:00|2866.10|2870.39|2862.15|2862.29
02-07 14:00|2862.26|2870.74|2858.78|2868.97
02-07 18:00|2868.97|2870.28|2852.17|2862.52
02-07 22:00|2862.59|2886.86|2853.41|2859.92
02-08 02:00|2859.92|2865.18|2858.92|2861.82
02-10 06:00|2855.81|2876.64|2855.70|2871.89
02-10 10:00|2871.87|2879.97|2871.23|2879.08
02-10 14:00|2879.10|2903.26|2878.77|2902.90
02-10 18:00|2902.91|2910.78|2898.27|2901.10
02-10 22:00|2901.10|2911.47|2896.39|2903.29
02-11 02:00|2903.33|2908.18|2900.85|2907.79
02-11 06:00|2907.56|2935.85|2907.33|2933.97
02-11 10:00|2933.85|2942.65|2905.45|2922.93
02-11 14:00|2922.82|2929.38|2902.89|2903.16
02-11 18:00|2903.15|2907.08|2881.34|2896.59
02-11 22:00|2896.58|2908.67|2890.61|2905.55
02-12 02:00|2905.53|2907.25|2894.02|2897.37
02-12 06:00|2897.08|2900.76|2883.30|2893.19
02-12 10:00|2893.13|2897.87|2883.80|2886.37
02-12 14:00|2886.36|2895.82|2885.59|2886.74
02-12 18:00|2886.86|2889.78|2864.20|2884.69
02-12 22:00|2884.71|2909.16|2882.03|2902.79
02-13 02:00|2902.91|2904.25|2893.44|2903.81
02-13 06:00|2904.35|2909.00|2900.52|2905.93
02-13 10:00|2905.95|2922.85|2905.24|2917.93
02-13 14:00|2917.92|2920.56|2909.32|2915.29
02-13 18:00|2915.27|2921.36|2905.73|2908.46
02-13 22:00|2908.47|2920.93|2906.53|2918.88
02-14 02:00|2918.88|2929.35|2914.28|2928.29
02-14 06:00|2928.13|2933.89|2927.32|2929.84
02-14 10:00|2929.84|2932.43|2923.17|2930.98
02-14 14:00|2931.00|2938.69|2929.86|2935.20
02-14 18:00|2935.21|2939.94|2917.45|2920.68
02-14 22:00|2920.67|2928.44|2885.46|2886.99
02-15 02:00|2887.25|2887.94|2876.73|2882.71
02-17 06:00|2885.90|2896.75|2878.53|2895.65
02-17 10:00|2895.60|2905.20|2893.98|2896.13
02-17 14:00|2896.09|2906.44|2888.06|2902.50
02-17 18:00|2902.49|2903.90|2895.31|2896.73
02-17 22:00|2896.71|2904.13|2896.40|2898.39
02-18 02:00|2898.42|2899.18|2896.88|2899.05
02-18 06:00|2898.60|2900.22|2891.78|2895.74
02-18 10:00|2895.71|2915.60|2895.28|2910.70
02-18 14:00|2910.62|2915.47|2908.13|2912.72
02-18 18:00|2912.69|2921.32|2907.05|2918.84
02-18 22:00|2918.87|2933.76|2917.84|2931.27
02-19 02:00|2931.29|2936.97|2928.42|2935.11
02-19 06:00|2934.34|2939.70|2927.87|2938.39
02-19 10:00|2938.60|2939.70|2923.98|2932.81
02-19 14:00|2932.79|2946.63|2930.38|2945.46
02-19 18:00|2945.56|2946.97|2931.04|2936.24
02-19 22:00|2936.22|2940.64|2921.41|2923.82
02-20 02:00|2923.77|2937.31|2918.48|2932.99
02-20 06:00|2933.25|2942.45|2933.25|2937.06
02-20 10:00|2937.07|2946.83|2933.87|2946.80
02-20 14:00|2946.68|2954.96|2943.70|2951.61
02-20 18:00|2951.61|2954.77|2933.90|2933.95
02-20 22:00|2933.92|2946.98|2924.21|2940.55
02-21 02:00|2940.47|2942.52|2933.59|2939.06
02-21 06:00|2938.17|2949.69|2926.93|2928.75
02-21 10:00|2928.79|2941.12|2924.24|2930.29
02-21 14:00|2930.25|2933.00|2916.64|2929.32
02-21 18:00|2929.36|2936.12|2926.85|2930.90
02-21 22:00|2930.87|2941.72|2921.64|2939.70
02-22 02:00|2939.70|2942.80|2932.04|2935.98
02-24 06:00|2934.27|2940.57|2921.14|2928.16
02-24 10:00|2927.93|2944.52|2924.98|2936.19
02-24 14:00|2936.18|2948.84|2935.19|2944.37
02-24 18:00|2944.31|2954.46|2934.76|2954.32
02-24 22:00|2954.33|2956.18|2930.64|2943.42
02-25 02:00|2943.20|2953.05|2942.78|2952.43
02-25 06:00|2952.94|2953.67|2945.09|2949.54
02-25 10:00|2949.48|2952.10|2934.81|2937.93
02-25 14:00|2937.84|2942.38|2929.36|2938.92
02-25 18:00|2938.86|2941.67|2923.98|2937.43
02-25 22:00|2937.44|2944.78|2887.99|2907.65
02-26 02:00|2907.66|2917.23|2905.30|2914.85
02-26 06:00|2915.20|2929.91|2913.56|2918.00
02-26 10:00|2918.02|2923.08|2912.43|2915.48
02-26 14:00|2915.41|2919.11|2905.78|2913.15
02-26 18:00|2913.14|2916.89|2905.61|2905.98
02-26 22:00|2905.98|2916.72|2890.76|2913.78
02-27 02:00|2913.77|2918.79|2911.87|2916.30
02-27 06:00|2916.74|2920.75|2911.06|2912.67
02-27 10:00|2912.68|2914.81|2888.34|2890.86
02-27 14:00|2890.78|2898.42|2876.85|2887.37
02-27 18:00|2887.38|2895.09|2881.21|2888.97
02-27 22:00|2888.96|2892.41|2867.72|2883.23
02-28 02:00|2883.23|2887.73|2871.22|2876.86
02-28 06:00|2877.32|2885.01|2873.81|2874.75
02-28 10:00|2874.70|2877.83|2856.68|2864.16
02-28 14:00|2864.28|2866.58|2851.10|2862.33
02-28 18:00|2862.32|2864.98|2848.18|2848.58
02-28 22:00|2848.57|2853.94|2832.48|2845.15
03-01 02:00|2845.14|2859.11|2838.01|2858.81
03-03 06:00|2860.06|2876.77|2860.02|2870.78
03-03 10:00|2870.77|2872.05|2859.32|2863.93
03-03 14:00|2863.92|2871.52|2858.66|2867.51
03-03 18:00|2867.53|2877.69|2867.32|2872.68
03-03 22:00|2872.48|2893.11|2871.17|2890.85
03-04 02:00|2890.88|2895.19|2878.37|2892.95
03-04 06:00|2891.94|2893.71|2881.87|2888.17
03-04 10:00|2888.05|2894.30|2884.70|2889.63
03-04 14:00|2889.64|2921.14|2884.23|2918.13
03-04 18:00|2918.08|2927.85|2911.94|2922.56
03-04 22:00|2922.62|2922.99|2900.13|2911.53
03-05 02:00|2911.52|2920.42|2908.17|2917.81
03-05 06:00|2917.82|2918.12|2903.44|2907.13
03-05 10:00|2907.20|2918.77|2901.75|2918.70
03-05 14:00|2918.68|2922.48|2912.89|2918.87
03-05 18:00|2918.87|2919.23|2894.29|2899.87
03-05 22:00|2899.90|2929.97|2897.50|2916.03
03-06 02:00|2916.05|2923.04|2911.16|2918.85
03-06 06:00|2918.78|2925.74|2915.73|2924.72
03-06 10:00|2924.74|2926.60|2914.33|2919.87
03-06 14:00|2919.85|2923.06|2891.01|2894.24
03-06 18:00|2894.23|2909.37|2891.89|2904.46
03-06 22:00|2904.44|2922.62|2903.36|2915.52
03-07 02:00|2915.50|2920.70|2908.34|2910.86
03-07 06:00|2911.60|2913.55|2896.93|2906.84
03-07 10:00|2906.84|2912.53|2901.24|2909.54
03-07 14:00|2909.54|2922.96|2907.67|2921.55
03-07 18:00|2921.53|2926.32|2910.43|2913.81
03-07 22:00|2913.80|2930.27|2903.65|2908.23
03-08 02:00|2908.06|2912.51|2902.12|2912.13
03-10 05:00|2911.56|2917.96|2909.82|2913.88
03-10 09:00|2913.94|2918.11|2908.07|2910.97
03-10 13:00|2911.04|2915.42|2897.65|2897.95
03-10 17:00|2897.94|2915.36|2895.27|2906.58
03-10 21:00|2906.73|2910.48|2895.81|2895.82
03-11 01:00|2896.00|2896.16|2880.15|2889.14
03-11 05:00|2888.09|2890.17|2882.47|2887.20
03-11 09:00|2887.38|2900.48|2879.84|2897.71
03-11 13:00|2897.74|2910.47|2892.79|2909.96
03-11 17:00|2910.01|2916.04|2908.77|2913.01
03-11 21:00|2913.07|2922.02|2906.67|2917.21
03-12 01:00|2917.20|2921.33|2914.21|2915.61
03-12 05:00|2915.62|2919.77|2911.95|2914.23
03-12 09:00|2914.18|2920.06|2910.78|2914.88
03-12 13:00|2914.84|2922.18|2908.84|2922.01
03-12 17:00|2922.02|2925.23|2912.04|2917.52
03-12 21:00|2917.46|2939.03|2905.92|2936.27
03-13 01:00|2936.26|2940.49|2930.83|2933.29
03-13 05:00|2933.50|2939.43|2933.37|2938.77
03-13 09:00|2938.78|2947.03|2936.35|2944.75
03-13 13:00|2944.69|2945.04|2932.66|2941.51
03-13 17:00|2941.44|2949.19|2941.05|2942.55
03-13 21:00|2942.51|2985.23|2938.86|2980.13
03-14 01:00|2980.12|2989.19|2976.41|2988.76
03-14 05:00|2988.26|2989.89|2983.10|2986.55
03-14 09:00|2986.54|2993.94|2981.77|2985.53
03-14 13:00|2985.67|2993.27|2980.76|2992.90
03-14 17:00|2992.78|3004.82|2986.58|2993.80
03-14 21:00|2993.80|2996.19|2978.27|2989.67
03-15 01:00|2989.79|2990.42|2981.71|2988.31
03-17 05:00|2984.59|2994.14|2983.87|2990.77
03-17 09:00|2990.80|2993.12|2982.27|2982.66
03-17 13:00|2982.92|2990.73|2982.27|2988.31
03-17 17:00|2988.38|3001.22|2984.67|2987.07
03-17 21:00|2987.12|3000.48|2986.03|2994.48
03-18 01:00|2994.54|3001.89|2994.47|3000.85
03-18 05:00|3001.38|3003.55|2999.39|3001.51
03-18 09:00|3001.49|3017.20|2999.43|3014.22
03-18 13:00|3014.21|3027.24|3006.19|3026.50
03-18 17:00|3026.67|3035.91|3018.21|3034.30
03-18 21:00|3034.28|3038.10|3024.41|3036.01
03-19 01:00|3036.01|3038.03|3029.75|3033.83
03-19 05:00|3033.92|3034.99|3030.41|3031.50
03-19 09:00|3031.40|3039.04|3027.32|3036.35
03-19 13:00|3036.44|3045.31|3024.30|3024.94
03-19 17:00|3024.89|3041.09|3022.48|3037.13
03-19 21:00|3037.12|3038.41|3025.69|3033.16
03-20 01:00|3033.16|3051.69|3029.27|3047.16
03-20 05:00|3048.55|3055.43|3046.85|3053.09
03-20 09:00|3053.12|3057.42|3044.93|3052.40
03-20 13:00|3052.45|3053.36|3038.69|3041.86
03-20 17:00|3041.87|3046.35|3025.77|3040.92
03-20 21:00|3040.92|3043.17|3029.77|3038.13
03-21 01:00|3038.15|3045.97|3034.85|3044.61
03-21 05:00|3044.78|3047.51|3042.28|3042.69
03-21 09:00|3042.78|3044.49|3027.68|3029.89
03-21 13:00|3029.76|3034.82|3021.64|3032.90
03-21 17:00|3032.88|3038.24|3027.75|3034.10
03-21 21:00|3033.99|3036.92|2999.11|3015.07
03-22 01:00|3015.07|3024.11|3012.87|3023.03
03-24 05:00|3023.82|3026.44|3017.02|3018.58
03-24 09:00|3018.53|3025.56|3013.77|3019.31
03-24 13:00|3019.21|3029.00|3017.19|3028.76
03-24 17:00|3028.97|3033.33|3022.38|3024.24
03-24 21:00|3024.05|3028.28|3005.78|3009.83
03-25 01:00|3009.81|3014.27|3002.45|3011.88
03-25 05:00|3011.05|3014.91|3008.90|3014.22
03-25 09:00|3014.19|3016.34|3007.41|3015.25
03-25 13:00|3015.15|3021.81|3010.50|3021.19
03-25 17:00|3021.22|3026.51|3014.25|3021.64
03-25 21:00|3021.71|3035.96|3017.65|3023.19
03-26 01:00|3023.31|3023.45|3017.70|3019.81
03-26 05:00|3019.47|3022.32|3017.70|3018.28
03-26 09:00|3018.27|3027.13|3014.16|3015.17
03-26 13:00|3015.25|3032.01|3013.06|3024.05
03-26 17:00|3024.05|3030.35|3016.96|3027.00
03-26 21:00|3027.07|3027.31|3012.00|3015.73
03-27 01:00|3015.72|3021.81|3015.30|3019.14
03-27 05:00|3019.31|3025.66|3017.53|3025.29
03-27 09:00|3025.43|3038.54|3022.93|3033.99
03-27 13:00|3034.04|3037.98|3026.68|3036.15
03-27 17:00|3036.19|3055.93|3034.57|3050.02
03-27 21:00|3050.11|3059.62|3033.30|3048.03
03-28 01:00|3048.05|3057.84|3047.79|3056.72
03-28 05:00|3055.90|3063.39|3054.15|3061.83
03-28 09:00|3061.85|3077.62|3061.71|3073.78
03-28 13:00|3073.87|3085.98|3065.81|3072.86
03-28 17:00|3073.13|3081.95|3067.43|3077.37
03-28 21:00|3077.14|3086.74|3067.39|3083.87
03-29 01:00|3083.81|3085.98|3073.51|3083.97
03-31 05:00|3087.90|3097.55|3077.08|3079.14
03-31 09:00|3079.13|3115.77|3076.68|3113.35
03-31 13:00|3113.47|3127.71|3107.47|3122.16
03-31 17:00|3122.32|3126.55|3111.62|3124.47
03-31 21:00|3124.25|3127.12|3099.75|3117.62
04-01 01:00|3117.46|3124.76|3115.88|3123.99
04-01 05:00|3124.73|3128.04|3119.90|3127.25
04-01 09:00|3127.21|3147.91|3126.59|3144.74
04-01 13:00|3144.75|3148.94|3123.99|3130.95
04-01 17:00|3131.01|3138.97|3127.52|3133.27
04-01 21:00|3133.27|3137.09|3100.78|3106.68
04-02 01:00|3106.67|3120.73|3105.65|3114.10
04-02 05:00|3114.01|3123.79|3107.68|3122.98
04-02 09:00|3122.97|3135.60|3115.27|3116.02
04-02 13:00|3116.22|3133.83|3109.79|3131.19
04-02 17:00|3131.24|3131.61|3110.13|3122.35
04-02 21:00|3122.33|3134.34|3116.67|3131.50
04-03 01:00|3131.45|3141.91|3105.10|3130.97
04-03 05:00|3131.52|3167.68|3123.34|3151.40
04-03 09:00|3151.75|3162.78|3138.79|3140.45
04-03 13:00|3140.51|3141.01|3116.54|3129.15
04-03 17:00|3129.15|3129.63|3061.86|3076.21
04-03 21:00|3076.10|3135.60|3054.05|3107.52
04-04 01:00|3107.40|3119.29|3099.84|3114.27
04-04 05:00|3114.01|3116.72|3105.84|3110.60
04-04 09:00|3110.55|3115.79|3086.82|3100.19
04-04 13:00|3100.02|3109.90|3078.36|3084.25
04-04 17:00|3084.16|3136.22|3069.46|3071.26
04-04 21:00|3071.21|3087.36|3016.96|3030.97
04-05 01:00|3030.90|3041.01|3015.67|3036.77
04-07 05:00|3028.80|3032.13|2970.65|2979.06
04-07 09:00|2978.55|3055.42|2972.01|3035.54
04-07 13:00|3035.52|3044.52|3013.27|3031.04
04-07 17:00|3031.55|3046.03|3014.79|3031.35
04-07 21:00|3031.20|3037.86|2969.96|2970.74
04-08 01:00|2970.92|2986.15|2956.46|2981.85
04-08 05:00|2982.28|2992.74|2978.42|2985.46
04-08 09:00|2985.47|3004.89|2983.53|3002.33
04-08 13:00|3001.94|3015.72|2999.39|3007.39
04-08 17:00|3007.38|3019.44|2994.90|3002.52
04-08 21:00|3002.46|3022.70|2984.24|2985.98
04-09 01:00|2985.97|2991.72|2974.83|2982.02
04-09 05:00|2983.85|2990.70|2970.10|2980.28
04-09 09:00|2980.25|3014.11|2972.13|3012.23
04-09 13:00|3012.33|3052.21|3005.49|3044.07
04-09 17:00|3043.94|3073.09|3036.03|3047.45
04-09 21:00|3047.54|3094.87|3047.26|3092.30
04-10 01:00|3092.38|3099.53|3048.56|3082.77
04-10 05:00|3080.68|3101.27|3071.40|3097.25
04-10 09:00|3097.61|3131.56|3078.59|3125.28
04-10 13:00|3125.29|3132.52|3104.32|3105.00
04-10 17:00|3104.94|3134.00|3103.16|3123.13
04-10 21:00|3123.14|3175.05|3116.02|3158.29
04-11 01:00|3158.28|3176.43|3151.57|3175.38
04-11 05:00|3176.87|3218.02|3175.95|3205.66
04-11 09:00|3205.28|3220.04|3200.98|3208.54
04-11 13:00|3208.53|3227.15|3187.39|3216.02
04-11 17:00|3216.01|3237.62|3210.03|3233.67
04-11 21:00|3233.62|3245.13|3219.56|3223.34
04-12 01:00|3223.33|3238.30|3223.33|3237.94
04-14 05:00|3219.10|3227.31|3209.81|3220.94
04-14 09:00|3220.92|3245.67|3214.99|3227.41
04-14 13:00|3227.36|3238.02|3216.48|3226.83
04-14 17:00|3227.02|3231.56|3200.81|3206.76
04-14 21:00|3206.79|3215.62|3193.65|3207.61
04-15 01:00|3207.62|3216.38|3201.42|3210.64
04-15 05:00|3211.92|3215.25|3210.38|3211.83
04-15 09:00|3211.75|3232.62|3209.77|3231.95
04-15 13:00|3231.91|3232.17|3217.24|3227.73
04-15 17:00|3227.77|3230.09|3213.98|3221.42
04-15 21:00|3221.41|3226.89|3211.66|3221.44
04-16 01:00|3221.47|3233.66|3220.38|3229.43
04-16 05:00|3230.45|3267.95|3229.68|3264.61
