XAUUSD M5 | 1999 bars | 2026-04-08 01:51 BJT
时间(BJT)|开|高|低|收
03-27 12:45|4441.39|4443.59|4440.36|4442.74
03-27 12:50|4442.98|4445.65|4442.26|4445.46
03-27 12:55|4445.27|4449.60|4444.73|4445.82
03-27 13:00|4445.47|4446.08|4442.37|4443.05
03-27 13:05|4443.09|4447.65|4442.07|4444.08
03-27 13:10|4443.94|4446.43|4441.97|4443.97
03-27 13:15|4443.74|4446.89|4443.46|4445.22
03-27 13:20|4445.17|4445.42|4442.54|4443.98
03-27 13:25|4443.97|4444.92|4440.27|4443.19
03-27 13:30|4443.20|4460.09|4442.71|4459.24
03-27 13:35|4459.26|4474.55|4458.39|4473.93
03-27 13:40|4473.99|4474.98|4465.51|4465.51
03-27 13:45|4465.53|4468.40|4462.32|4462.49
03-27 13:50|4462.31|4463.94|4458.48|4461.52
03-27 13:55|4461.67|4461.67|4453.59|4454.59
03-27 14:00|4454.40|4461.20|4453.78|4455.47
03-27 14:05|4455.61|4463.24|4451.88|4461.94
03-27 14:10|4460.36|4472.97|4459.95|4471.26
03-27 14:15|4471.44|4471.44|4463.32|4465.22
03-27 14:20|4465.23|4465.23|4456.78|4462.47
03-27 14:25|4462.45|4465.63|4460.67|4463.34
03-27 14:30|4463.69|4468.25|4460.73|4463.22
03-27 14:35|4463.21|4468.56|4462.67|4466.30
03-27 14:40|4466.27|4468.65|4464.61|4464.99
03-27 14:45|4465.01|4465.56|4459.79|4460.40
03-27 14:50|4460.48|4464.11|4454.37|4463.09
03-27 14:55|4462.91|4464.97|4457.28|4459.41
03-27 15:00|4459.38|4463.12|4450.34|4451.44
03-27 15:05|4451.63|4456.67|4447.89|4455.68
03-27 15:10|4455.68|4458.21|4452.36|4454.96
03-27 15:15|4454.92|4455.29|4451.19|4452.71
03-27 15:20|4452.76|4456.90|4452.55|4454.74
03-27 15:25|4454.70|4457.28|4450.25|4452.11
03-27 15:30|4452.12|4452.27|4448.64|4451.20
03-27 15:35|4451.55|4455.79|4450.88|4453.20
03-27 15:40|4453.19|4453.19|4446.47|4448.27
03-27 15:45|4448.13|4453.26|4447.47|4451.36
03-27 15:50|4451.51|4451.65|4442.80|4443.92
03-27 15:55|4443.94|4448.16|4443.81|4447.57
03-27 16:00|4447.33|4450.68|4442.78|4444.01
03-27 16:05|4443.80|4449.50|4442.99|4446.33
03-27 16:10|4446.28|4447.97|4443.61|4447.08
03-27 16:15|4447.26|4447.28|4438.99|4440.58
03-27 16:20|4440.56|4443.62|4436.36|4436.86
03-27 16:25|4436.85|4437.32|4430.59|4434.00
03-27 16:30|4434.12|4437.55|4430.06|4431.00
03-27 16:35|4431.31|4435.88|4428.80|4433.49
03-27 16:40|4433.71|4440.08|4433.12|4435.11
03-27 16:45|4435.09|4438.85|4432.32|4434.28
03-27 16:50|4434.26|4438.45|4427.26|4432.18
03-27 16:55|4432.40|4432.67|4423.65|4424.26
03-27 17:00|4424.25|4431.03|4424.17|4426.74
03-27 17:05|4426.78|4429.58|4422.47|4423.35
03-27 17:10|4423.17|4431.05|4420.70|4429.46
03-27 17:15|4429.37|4435.84|4428.56|4433.15
03-27 17:20|4433.14|4434.47|4429.95|4431.85
03-27 17:25|4431.84|4436.29|4430.86|4434.34
03-27 17:30|4434.33|4438.31|4432.97|4433.97
03-27 17:35|4433.70|4436.48|4431.31|4433.34
03-27 17:40|4433.65|4433.73|4429.99|4432.60
03-27 17:45|4432.41|4432.43|4428.58|4430.70
03-27 17:50|4430.94|4432.95|4428.58|4429.24
03-27 17:55|4429.32|4430.46|4427.13|4428.72
03-27 18:00|4428.73|4432.90|4426.07|4427.20
03-27 18:05|4427.27|4431.93|4426.95|4429.59
03-27 18:10|4429.65|4429.65|4424.27|4425.86
03-27 18:15|4426.40|4428.82|4423.85|4427.18
03-27 18:20|4426.89|4429.42|4424.08|4428.40
03-27 18:25|4428.39|4431.58|4427.02|4429.19
03-27 18:30|4429.18|4430.28|4425.01|4427.11
03-27 18:35|4427.04|4428.09|4421.20|4422.07
03-27 18:40|4422.03|4423.09|4412.53|4415.99
03-27 18:45|4415.94|4417.65|4411.26|4415.83
03-27 18:50|4415.85|4419.14|4411.08|4417.46
03-27 18:55|4417.47|4417.60|4411.32|4414.64
03-27 19:00|4414.76|4417.39|4409.23|4409.78
03-27 19:05|4409.54|4411.97|4404.21|4410.32
03-27 19:10|4410.38|4414.71|4409.11|4412.91
03-27 19:15|4412.89|4417.25|4407.73|4410.54
03-27 19:20|4410.38|4413.42|4408.64|4411.72
03-27 19:25|4411.69|4416.32|4410.78|4415.60
03-27 19:30|4415.49|4416.16|4413.81|4416.09
03-27 19:35|4416.10|4419.63|4413.78|4416.58
03-27 19:40|4416.43|4421.84|4413.94|4421.62
03-27 19:45|4421.85|4425.11|4418.83|4423.30
03-27 19:50|4423.33|4425.72|4418.28|4425.12
03-27 19:55|4425.11|4426.40|4415.74|4420.14
03-27 20:00|4419.98|4424.25|4419.16|4422.45
03-27 20:05|4422.29|4422.92|4412.49|4418.53
03-27 20:10|4418.47|4426.92|4417.39|4424.77
03-27 20:15|4424.85|4434.33|4424.85|4424.99
03-27 20:20|4425.08|4425.08|4417.26|4422.56
03-27 20:25|4422.50|4429.94|4422.22|4429.60
03-27 20:30|4429.55|4430.75|4424.73|4426.32
03-27 20:35|4426.34|4436.28|4424.37|4433.79
03-27 20:40|4433.81|4437.41|4432.64|4433.33
03-27 20:45|4433.66|4439.78|4433.66|4439.78
03-27 20:50|4439.77|4445.22|4439.13|4439.51
03-27 20:55|4439.50|4442.05|4437.17|4437.78
03-27 21:00|4437.89|4443.90|4431.44|4433.35
03-27 21:05|4433.51|4435.99|4428.85|4428.96
03-27 21:10|4428.99|4431.30|4423.89|4428.94
03-27 21:15|4428.93|4440.75|4428.60|4438.87
03-27 21:20|4438.80|4441.89|4427.25|4427.47
03-27 21:25|4427.27|4432.62|4418.67|4422.87
03-27 21:30|4422.25|4426.61|4413.64|4418.48
03-27 21:35|4418.58|4427.92|4414.79|4427.39
03-27 21:40|4427.31|4430.85|4424.05|4428.86
03-27 21:45|4428.89|4441.61|4428.89|4433.84
03-27 21:50|4433.79|4434.65|4425.69|4426.57
03-27 21:55|4426.39|4433.94|4421.00|4432.02
03-27 22:00|4431.14|4458.42|4430.72|4457.63
03-27 22:05|4458.24|4463.31|4448.81|4449.37
03-27 22:10|4449.35|4462.85|4444.79|4460.21
03-27 22:15|4460.26|4469.99|4457.35|4465.68
03-27 22:20|4466.03|4469.88|4456.98|4464.34
03-27 22:25|4464.10|4466.04|4452.12|4455.26
03-27 22:30|4455.16|4463.70|4451.72|4463.28
03-27 22:35|4463.45|4464.04|4455.31|4459.90
03-27 22:40|4460.53|4464.13|4456.87|4463.97
03-27 22:45|4464.01|4476.16|4463.73|4473.40
03-27 22:50|4473.45|4499.60|4472.56|4489.19
03-27 22:55|4489.20|4514.95|4489.20|4509.78
03-27 23:00|4509.54|4516.60|4501.59|4515.61
03-27 23:05|4515.21|4515.76|4505.59|4514.21
03-27 23:10|4513.80|4533.77|4509.56|4525.54
03-27 23:15|4525.16|4538.28|4521.06|4532.58
03-27 23:20|4532.23|4555.29|4532.23|4545.31
03-27 23:25|4544.99|4550.22|4542.10|4543.35
03-27 23:30|4543.51|4552.66|4538.13|4543.89
03-27 23:35|4544.13|4544.82|4533.30|4534.68
03-27 23:40|4534.66|4535.59|4526.66|4531.79
03-27 23:45|4531.93|4536.33|4525.01|4533.71
03-27 23:50|4534.05|4534.95|4525.60|4526.62
03-27 23:55|4526.49|4528.92|4520.66|4524.22
03-28 00:00|4524.32|4530.76|4518.26|4530.18
03-28 00:05|4530.34|4531.94|4525.73|4530.90
03-28 00:10|4530.83|4533.10|4522.75|4528.27
03-28 00:15|4528.36|4532.91|4524.65|4528.08
03-28 00:20|4527.93|4533.80|4527.71|4530.97
03-28 00:25|4531.09|4531.17|4525.71|4528.62
03-28 00:30|4528.60|4528.81|4513.17|4518.28
03-28 00:35|4518.37|4518.37|4511.04|4511.57
03-28 00:40|4511.52|4512.51|4505.65|4511.14
03-28 00:45|4511.15|4520.86|4507.36|4520.30
03-28 00:50|4520.11|4521.54|4510.78|4512.21
03-28 00:55|4512.18|4516.89|4510.87|4516.01
03-28 01:00|4516.04|4516.13|4506.07|4511.33
03-28 01:05|4511.42|4522.15|4508.81|4513.83
03-28 01:10|4513.79|4514.78|4510.22|4511.02
03-28 01:15|4511.21|4511.77|4497.93|4500.60
03-28 01:20|4500.83|4502.03|4494.73|4497.81
03-28 01:25|4497.57|4498.62|4487.02|4494.36
03-28 01:30|4493.86|4498.00|4489.38|4497.75
03-28 01:35|4497.63|4500.20|4489.32|4491.42
03-28 01:40|4491.28|4493.50|4486.35|4490.55
03-28 01:45|4490.62|4497.45|4488.54|4495.21
03-28 01:50|4494.72|4499.55|4492.47|4494.79
03-28 01:55|4494.80|4494.92|4486.53|4486.53
03-28 02:00|4486.65|4497.99|4486.65|4494.00
03-28 02:05|4493.85|4496.73|4488.96|4495.21
03-28 02:10|4495.31|4498.68|4490.67|4498.44
03-28 02:15|4498.48|4510.60|4498.43|4509.32
03-28 02:20|4509.42|4511.48|4502.93|4504.29
03-28 02:25|4504.31|4510.35|4503.67|4509.45
03-28 02:30|4509.41|4515.27|4508.72|4514.01
03-28 02:35|4514.17|4528.78|4512.77|4518.32
03-28 02:40|4518.41|4527.28|4515.38|4525.68
03-28 02:45|4525.72|4526.02|4517.33|4519.34
03-28 02:50|4519.35|4521.54|4517.10|4517.56
03-28 02:55|4517.59|4517.79|4513.52|4516.95
03-28 03:00|4516.96|4519.32|4508.91|4508.98
03-28 03:05|4508.87|4512.07|4507.28|4509.11
03-28 03:10|4509.12|4514.47|4507.53|4511.20
03-28 03:15|4511.07|4522.04|4510.03|4521.07
03-28 03:20|4521.04|4524.06|4519.78|4521.63
03-28 03:25|4521.51|4523.01|4518.10|4522.87
03-28 03:30|4522.98|4526.18|4520.12|4521.70
03-28 03:35|4521.46|4521.93|4511.26|4512.03
03-28 03:40|4511.82|4512.22|4500.83|4510.09
03-28 03:45|4510.13|4510.37|4503.43|4509.62
03-28 03:50|4509.11|4516.22|4506.83|4515.64
03-28 03:55|4516.34|4522.33|4512.00|4514.51
03-28 04:00|4514.73|4519.73|4512.32|4513.37
03-28 04:05|4512.91|4512.96|4506.58|4510.80
03-28 04:10|4510.98|4512.32|4508.50|4510.19
03-28 04:15|4510.29|4510.80|4505.06|4508.14
03-28 04:20|4508.15|4509.38|4504.96|4506.70
03-28 04:25|4507.00|4508.38|4504.55|4506.74
03-28 04:30|4506.76|4508.66|4502.50|4506.23
03-28 04:35|4505.61|4510.37|4502.85|4510.29
03-28 04:40|4510.27|4512.89|4498.41|4505.59
03-28 04:45|4505.57|4505.57|4497.34|4498.65
03-28 04:50|4498.90|4499.67|4491.14|4495.03
03-30 06:00|4485.85|4514.97|4475.77|4512.60
03-30 06:05|4512.24|4512.92|4481.17|4487.43
03-30 06:10|4487.30|4501.61|4481.50|4497.38
03-30 06:15|4496.66|4506.34|4490.90|4506.34
03-30 06:20|4506.05|4512.34|4501.99|4506.59
03-30 06:25|4506.65|4511.97|4501.07|4509.29
03-30 06:30|4509.51|4512.92|4503.87|4507.71
03-30 06:35|4508.95|4512.42|4501.32|4502.71
03-30 06:40|4502.68|4505.96|4490.78|4493.52
03-30 06:45|4493.41|4496.92|4487.63|4489.84
03-30 06:50|4489.83|4495.58|4486.51|4489.61
03-30 06:55|4489.58|4491.01|4480.89|4484.61
03-30 07:00|4484.57|4492.69|4483.51|4488.46
03-30 07:05|4488.44|4489.51|4464.83|4477.59
03-30 07:10|4478.42|4479.64|4472.08|4478.48
03-30 07:15|4478.36|4484.74|4475.18|4475.53
03-30 07:20|4475.54|4479.47|4471.89|4474.29
03-30 07:25|4474.31|4481.03|4472.22|4472.26
03-30 07:30|4472.20|4472.44|4451.51|4459.09
03-30 07:35|4459.16|4460.50|4445.46|4452.21
03-30 07:40|4452.22|4455.25|4450.82|4451.95
03-30 07:45|4451.93|4455.76|4443.97|4444.97
03-30 07:50|4445.15|4452.24|4443.78|4449.28
03-30 07:55|4449.22|4452.57|4444.23|4448.11
03-30 08:00|4448.78|4451.53|4432.40|4435.28
03-30 08:05|4435.32|4441.02|4424.83|4429.06
03-30 08:10|4429.05|4432.05|4420.07|4426.81
03-30 08:15|4426.13|4444.63|4422.86|4444.63
03-30 08:20|4445.51|4464.10|4442.82|4462.14
03-30 08:25|4461.93|4466.56|4445.40|4449.24
03-30 08:30|4449.22|4458.86|4445.75|4452.33
03-30 08:35|4452.32|4452.80|4445.40|4447.70
03-30 08:40|4448.04|4448.68|4435.18|4438.39
03-30 08:45|4438.48|4441.56|4432.93|4439.44
03-30 08:50|4441.31|4442.85|4431.94|4434.68
03-30 08:55|4434.62|4437.43|4430.35|4432.10
03-30 09:00|4432.13|4451.71|4432.13|4441.95
03-30 09:05|4442.42|4457.53|4440.70|4456.52
03-30 09:10|4456.71|4462.00|4454.72|4460.07
03-30 09:15|4460.10|4460.11|4449.94|4455.57
03-30 09:20|4455.48|4466.56|4454.05|4454.11
03-30 09:25|4454.07|4459.66|4445.71|4448.39
03-30 09:30|4448.44|4469.51|4445.66|4467.42
03-30 09:35|4467.42|4475.82|4466.02|4467.45
03-30 09:40|4467.51|4474.35|4462.58|4471.37
03-30 09:45|4471.54|4475.13|4470.91|4473.88
03-30 09:50|4473.98|4473.98|4461.73|4463.93
03-30 09:55|4464.17|4472.08|4464.17|4469.87
03-30 10:00|4469.61|4474.55|4467.10|4468.90
03-30 10:05|4468.96|4474.39|4465.78|4468.59
03-30 10:10|4468.51|4473.47|4465.18|4472.59
03-30 10:15|4472.56|4474.31|4466.33|4468.31
03-30 10:20|4468.33|4473.70|4466.67|4471.12
03-30 10:25|4471.10|4473.55|4469.28|4472.69
03-30 10:30|4472.92|4475.44|4458.73|4464.31
03-30 10:35|4464.36|4471.50|4461.29|4470.58
03-30 10:40|4470.80|4499.10|4470.21|4494.78
03-30 10:45|4494.81|4496.17|4489.22|4491.35
03-30 10:50|4491.53|4492.73|4483.82|4484.14
03-30 10:55|4484.31|4485.89|4479.01|4481.35
03-30 11:00|4481.02|4495.34|4478.72|4494.52
03-30 11:05|4494.54|4507.49|4493.50|4506.40
03-30 11:10|4506.44|4508.84|4501.83|4504.44
03-30 11:15|4504.45|4509.38|4503.74|4506.34
03-30 11:20|4506.35|4517.44|4505.98|4511.65
03-30 11:25|4511.40|4512.73|4506.37|4507.06
03-30 11:30|4507.07|4507.75|4503.70|4505.44
03-30 11:35|4505.23|4505.83|4502.54|4503.41
03-30 11:40|4503.44|4505.23|4499.74|4503.32
03-30 11:45|4502.99|4507.60|4500.23|4505.54
03-30 11:50|4505.51|4506.63|4502.56|4503.85
03-30 11:55|4503.80|4503.97|4494.49|4496.15
03-30 12:00|4496.16|4498.71|4494.26|4494.72
03-30 12:05|4494.70|4494.97|4489.20|4490.67
03-30 12:10|4490.65|4491.44|4486.83|4487.58
03-30 12:15|4487.36|4491.29|4487.34|4488.40
03-30 12:20|4488.15|4495.64|4487.28|4494.53
03-30 12:25|4494.13|4494.52|4490.33|4490.49
03-30 12:30|4490.50|4491.35|4486.85|4487.97
03-30 12:35|4487.95|4490.16|4486.50|4487.79
03-30 12:40|4487.80|4489.53|4486.16|4488.17
03-30 12:45|4488.18|4491.27|4486.94|4488.39
03-30 12:50|4489.00|4492.13|4488.02|4492.13
03-30 12:55|4492.17|4498.80|4492.17|4497.00
03-30 13:00|4496.84|4500.96|4496.77|4499.19
03-30 13:05|4499.17|4505.18|4498.37|4504.98
03-30 13:10|4504.63|4508.26|4503.63|4504.93
03-30 13:15|4504.94|4513.23|4504.63|4511.64
03-30 13:20|4511.65|4515.44|4510.64|4514.45
03-30 13:25|4514.47|4514.49|4503.80|4505.57
03-30 13:30|4505.61|4512.80|4503.26|4511.50
03-30 13:35|4511.52|4515.37|4506.16|4506.34
03-30 13:40|4506.37|4510.78|4504.67|4510.38
03-30 13:45|4510.45|4521.24|4510.12|4520.43
03-30 13:50|4520.45|4528.78|4518.10|4526.11
03-30 13:55|4526.03|4527.34|4521.36|4522.25
03-30 14:00|4522.18|4526.71|4516.90|4526.33
03-30 14:05|4526.37|4533.51|4523.15|4528.73
03-30 14:10|4528.80|4534.50|4526.77|4530.55
03-30 14:15|4530.57|4535.33|4526.74|4532.19
03-30 14:20|4532.31|4533.10|4526.97|4532.60
03-30 14:25|4532.63|4533.53|4527.90|4528.45
03-30 14:30|4528.58|4536.56|4526.03|4534.78
03-30 14:35|4534.77|4541.57|4532.08|4536.39
03-30 14:40|4536.31|4541.87|4535.80|4539.90
03-30 14:45|4539.91|4550.73|4539.65|4546.32
03-30 14:50|4546.35|4546.53|4535.94|4536.11
03-30 14:55|4535.98|4537.83|4531.59|4532.26
03-30 15:00|4532.29|4533.59|4523.97|4524.14
03-30 15:05|4524.27|4533.29|4523.63|4532.73
03-30 15:10|4532.71|4534.63|4529.27|4534.37
03-30 15:15|4534.42|4534.51|4526.75|4529.78
03-30 15:20|4529.76|4532.69|4526.00|4528.27
03-30 15:25|4528.28|4528.52|4520.50|4522.81
03-30 15:30|4522.88|4526.08|4515.83|4516.82
