XAUUSD H1 | 1999 bars | 2026-04-08 01:51 BJT
时间(BJT)|开|高|低|收
12-04 19:00|4197.32|4206.58|4197.12|4198.69
12-04 20:00|4198.61|4201.85|4188.62|4190.59
12-04 21:00|4190.61|4198.42|4185.48|4198.16
12-04 22:00|4198.16|4213.06|4193.62|4201.45
12-04 23:00|4201.46|4210.17|4191.51|4207.54
12-05 00:00|4207.57|4219.29|4206.64|4215.79
12-05 01:00|4215.80|4217.59|4208.94|4216.43
12-05 02:00|4216.35|4217.53|4207.22|4207.93
12-05 03:00|4207.98|4210.26|4199.44|4208.85
12-05 04:00|4208.88|4210.43|4205.46|4210.03
12-05 05:00|4209.94|4210.25|4207.86|4208.59
12-05 07:00|4207.10|4209.74|4203.64|4205.92
12-05 08:00|4205.98|4210.53|4201.24|4201.70
12-05 09:00|4201.65|4204.29|4194.71|4202.92
12-05 10:00|4202.92|4208.39|4196.68|4207.23
12-05 11:00|4207.27|4210.97|4201.77|4209.37
12-05 12:00|4209.40|4217.28|4207.93|4216.84
12-05 13:00|4216.83|4221.17|4214.38|4220.45
12-05 14:00|4220.12|4229.28|4218.43|4224.35
12-05 15:00|4224.41|4230.77|4222.46|4224.55
12-05 16:00|4224.67|4227.02|4220.50|4220.64
12-05 17:00|4220.37|4225.13|4215.70|4223.45
12-05 18:00|4223.44|4227.62|4222.37|4222.91
12-05 19:00|4222.92|4225.78|4220.06|4223.63
12-05 20:00|4223.62|4229.66|4222.87|4228.66
12-05 21:00|4228.69|4238.99|4221.31|4234.48
12-05 22:00|4234.45|4245.50|4228.21|4242.10
12-05 23:00|4242.04|4259.32|4234.02|4243.50
12-06 00:00|4243.82|4245.63|4198.50|4214.07
12-06 01:00|4212.86|4219.56|4206.30|4217.65
12-06 02:00|4217.68|4219.16|4206.57|4208.76
12-06 03:00|4208.78|4210.78|4202.31|4207.55
12-06 04:00|4207.68|4207.69|4199.31|4202.15
12-06 05:00|4202.17|4202.49|4191.87|4196.32
12-08 07:00|4196.08|4205.97|4193.94|4201.37
12-08 08:00|4201.71|4211.63|4199.48|4210.66
12-08 09:00|4210.64|4211.55|4197.41|4201.28
12-08 10:00|4201.08|4212.46|4198.64|4208.28
12-08 11:00|4208.38|4213.09|4206.56|4210.13
12-08 12:00|4210.20|4213.25|4206.95|4208.59
12-08 13:00|4208.61|4217.19|4204.59|4216.90
12-08 14:00|4216.91|4219.02|4212.17|4216.91
12-08 15:00|4217.25|4217.47|4206.16|4206.96
12-08 16:00|4207.20|4216.64|4203.20|4209.63
12-08 17:00|4209.16|4212.84|4204.11|4207.98
12-08 18:00|4208.00|4210.36|4200.80|4203.64
12-08 19:00|4203.63|4214.28|4199.70|4208.47
12-08 20:00|4208.69|4215.51|4208.49|4213.72
12-08 21:00|4213.62|4214.76|4197.57|4201.76
12-08 22:00|4201.55|4211.56|4195.30|4196.60
12-08 23:00|4196.53|4196.75|4176.30|4183.00
12-09 00:00|4182.94|4197.64|4176.92|4191.63
12-09 01:00|4191.70|4195.68|4185.56|4194.98
12-09 02:00|4195.50|4195.73|4184.37|4187.17
12-09 03:00|4187.12|4188.92|4184.14|4187.02
12-09 04:00|4186.91|4195.50|4184.90|4191.65
12-09 05:00|4191.70|4193.30|4188.20|4190.46
12-09 07:00|4191.09|4195.47|4190.54|4194.62
12-09 08:00|4194.78|4195.72|4189.86|4190.53
12-09 09:00|4190.52|4197.36|4188.88|4196.18
12-09 10:00|4196.18|4197.30|4186.07|4189.77
12-09 11:00|4189.87|4198.87|4189.87|4194.61
12-09 12:00|4194.61|4195.71|4184.54|4186.96
12-09 13:00|4186.95|4187.42|4177.91|4179.96
12-09 14:00|4179.87|4183.95|4169.77|4181.94
12-09 15:00|4181.92|4185.67|4176.02|4182.46
12-09 16:00|4182.45|4191.92|4182.45|4191.78
12-09 17:00|4191.82|4212.51|4190.75|4202.44
12-09 18:00|4202.95|4208.47|4201.27|4203.82
12-09 19:00|4203.83|4206.57|4201.29|4203.17
12-09 20:00|4203.21|4207.48|4198.46|4204.23
12-09 21:00|4204.17|4208.30|4195.49|4201.29
12-09 22:00|4201.27|4210.32|4189.51|4205.14
12-09 23:00|4204.40|4216.06|4190.03|4212.51
12-10 00:00|4212.75|4221.31|4210.14|4212.13
12-10 01:00|4212.11|4216.29|4201.70|4203.12
12-10 02:00|4203.02|4209.66|4201.27|4208.93
12-10 03:00|4208.92|4214.48|4207.10|4212.50
12-10 04:00|4212.47|4216.12|4208.93|4212.22
12-10 05:00|4212.29|4212.91|4207.30|4208.32
12-10 07:00|4209.56|4212.93|4207.73|4210.94
12-10 08:00|4210.91|4212.68|4206.93|4208.50
12-10 09:00|4208.38|4217.97|4206.89|4213.91
12-10 10:00|4213.92|4218.90|4211.53|4217.04
12-10 11:00|4216.97|4217.11|4203.73|4206.42
12-10 12:00|4206.24|4209.63|4205.43|4207.06
12-10 13:00|4207.07|4214.34|4201.82|4211.45
12-10 14:00|4211.44|4211.77|4203.16|4207.35
12-10 15:00|4207.33|4209.34|4203.10|4203.20
12-10 16:00|4203.13|4206.44|4197.15|4198.04
12-10 17:00|4198.10|4200.65|4192.70|4194.34
12-10 18:00|4194.39|4196.28|4187.59|4193.32
12-10 19:00|4193.37|4197.78|4192.51|4197.12
12-10 20:00|4197.38|4202.04|4195.45|4196.44
12-10 21:00|4196.38|4204.93|4192.79|4200.83
12-10 22:00|4200.82|4206.91|4191.38|4192.43
12-10 23:00|4192.47|4201.12|4188.81|4193.80
12-11 00:00|4193.91|4205.06|4192.97|4204.81
12-11 01:00|4204.76|4204.84|4196.89|4199.68
12-11 02:00|4199.74|4200.73|4191.98|4194.33
12-11 03:00|4194.43|4219.77|4181.80|4216.53
12-11 04:00|4216.29|4238.77|4211.09|4230.00
12-11 05:00|4229.73|4232.50|4221.41|4228.56
12-11 07:00|4229.64|4234.15|4224.10|4232.37
12-11 08:00|4232.33|4245.23|4231.23|4237.06
12-11 09:00|4237.13|4247.80|4233.03|4238.21
12-11 10:00|4238.16|4240.83|4220.57|4222.45
12-11 11:00|4222.44|4224.97|4209.20|4216.70
12-11 12:00|4216.69|4218.37|4208.28|4213.46
12-11 13:00|4213.45|4216.33|4206.04|4207.63
12-11 14:00|4207.68|4215.50|4204.48|4214.44
12-11 15:00|4214.43|4218.45|4210.61|4215.84
12-11 16:00|4215.88|4219.61|4212.94|4216.66
12-11 17:00|4216.69|4221.61|4210.46|4218.52
12-11 18:00|4218.39|4225.94|4211.78|4217.02
12-11 19:00|4217.02|4219.18|4209.76|4211.34
12-11 20:00|4211.24|4220.57|4208.63|4220.56
12-11 21:00|4220.71|4223.26|4205.10|4220.92
12-11 22:00|4221.09|4244.26|4218.05|4230.02
12-11 23:00|4230.23|4261.49|4225.95|4255.99
12-12 00:00|4255.98|4278.91|4250.18|4273.58
12-12 01:00|4273.70|4281.83|4272.17|4278.79
12-12 02:00|4278.66|4285.94|4266.69|4268.24
12-12 03:00|4268.27|4277.56|4262.97|4273.45
12-12 04:00|4273.52|4276.49|4264.40|4276.34
12-12 05:00|4276.33|4283.77|4272.69|4279.79
12-12 07:00|4281.49|4283.75|4272.56|4276.20
12-12 08:00|4276.14|4280.19|4268.56|4269.52
12-12 09:00|4269.61|4276.18|4264.51|4270.90
12-12 10:00|4270.83|4276.92|4269.33|4270.52
12-12 11:00|4270.53|4274.59|4268.75|4270.53
12-12 12:00|4270.66|4271.08|4266.25|4266.32
12-12 13:00|4266.32|4280.52|4266.15|4278.90
12-12 14:00|4279.03|4283.32|4276.59|4282.71
12-12 15:00|4282.89|4290.22|4281.32|4287.22
12-12 16:00|4287.18|4309.23|4287.00|4307.99
12-12 17:00|4308.15|4320.16|4306.76|4318.20
12-12 18:00|4318.39|4331.08|4314.57|4329.86
12-12 19:00|4330.06|4339.23|4326.98|4336.38
12-12 20:00|4336.45|4339.21|4324.67|4325.73
12-12 21:00|4325.86|4346.19|4321.12|4341.11
12-12 22:00|4341.11|4353.54|4330.87|4347.12
12-12 23:00|4347.19|4351.29|4283.30|4290.56
12-13 00:00|4290.55|4296.37|4257.28|4281.79
12-13 01:00|4281.81|4298.33|4271.04|4294.14
12-13 02:00|4295.17|4303.71|4290.51|4294.79
12-13 03:00|4294.82|4299.82|4289.86|4296.59
12-13 04:00|4296.54|4303.01|4288.56|4299.37
12-13 05:00|4299.39|4304.16|4298.19|4300.22
12-15 07:00|4295.98|4308.60|4295.32|4302.19
12-15 08:00|4302.17|4308.07|4300.10|4307.52
12-15 09:00|4307.95|4325.76|4305.62|4322.42
12-15 10:00|4322.44|4329.28|4320.68|4326.33
12-15 11:00|4326.42|4329.73|4319.56|4327.25
12-15 12:00|4327.24|4330.02|4323.18|4325.99
12-15 13:00|4325.98|4344.46|4324.66|4343.52
12-15 14:00|4343.48|4347.41|4339.52|4343.63
12-15 15:00|4343.64|4344.91|4333.55|4339.28
12-15 16:00|4339.27|4349.05|4338.80|4346.95
12-15 17:00|4346.82|4350.43|4342.21|4342.51
12-15 18:00|4342.47|4348.29|4337.62|4339.74
12-15 19:00|4339.51|4343.63|4335.27|4342.64
12-15 20:00|4342.72|4348.31|4342.55|4345.84
12-15 21:00|4345.75|4346.36|4330.66|4332.21
12-15 22:00|4332.30|4336.80|4317.48|4323.83
12-15 23:00|4323.56|4327.90|4311.49|4318.28
12-16 00:00|4318.37|4318.67|4285.32|4297.59
12-16 01:00|4297.50|4306.54|4290.70|4304.51
12-16 02:00|4304.56|4313.77|4299.87|4313.23
12-16 03:00|4313.22|4317.87|4307.89|4314.20
12-16 04:00|4314.24|4314.43|4299.22|4304.48
12-16 05:00|4304.48|4305.90|4300.66|4305.04
12-16 07:00|4306.80|4309.85|4303.33|4304.20
12-16 08:00|4304.35|4313.29|4302.63|4307.92
12-16 09:00|4307.69|4317.81|4299.08|4308.86
12-16 10:00|4308.78|4312.33|4286.53|4289.88
12-16 11:00|4289.91|4294.48|4280.85|4290.82
12-16 12:00|4290.71|4292.36|4286.52|4289.11
12-16 13:00|4288.92|4292.30|4271.44|4283.86
12-16 14:00|4284.13|4292.20|4282.57|4289.08
12-16 15:00|4289.12|4289.90|4279.72|4287.57
12-16 16:00|4287.61|4289.43|4275.41|4284.78
12-16 17:00|4285.30|4285.79|4276.51|4280.32
12-16 18:00|4280.38|4284.14|4274.73|4277.19
12-16 19:00|4277.02|4279.51|4273.74|4278.52
12-16 20:00|4278.63|4294.98|4276.84|4294.40
12-16 21:00|4294.66|4313.23|4290.64|4313.07
12-16 22:00|4313.16|4332.14|4311.39|4324.50
12-16 23:00|4324.47|4335.01|4312.32|4319.76
12-17 00:00|4319.76|4323.13|4291.14|4300.67
12-17 01:00|4300.80|4310.89|4300.09|4303.55
12-17 02:00|4303.13|4313.57|4297.99|4311.25
12-17 03:00|4311.23|4315.96|4296.61|4310.60
12-17 04:00|4310.21|4314.44|4302.72|4304.81
12-17 05:00|4304.81|4305.55|4300.72|4302.16
12-17 07:00|4301.01|4309.18|4301.01|4307.88
12-17 08:00|4307.90|4315.00|4307.51|4313.15
12-17 09:00|4313.16|4326.83|4311.32|4326.72
12-17 10:00|4326.72|4327.86|4311.24|4314.32
12-17 11:00|4314.44|4325.25|4312.49|4323.61
12-17 12:00|4323.66|4331.55|4320.37|4329.68
12-17 13:00|4329.69|4342.48|4327.96|4333.99
12-17 14:00|4333.98|4337.75|4324.56|4328.75
12-17 15:00|4328.78|4328.83|4315.36|4317.83
12-17 16:00|4317.25|4321.01|4308.48|4319.06
12-17 17:00|4318.88|4323.20|4315.94|4317.00
12-17 18:00|4316.98|4322.18|4306.52|4317.57
12-17 19:00|4317.56|4320.55|4314.90|4316.44
12-17 20:00|4316.43|4323.19|4314.79|4317.64
12-17 21:00|4317.59|4344.19|4314.83|4342.10
12-17 22:00|4342.22|4345.97|4322.80|4338.43
12-17 23:00|4338.34|4349.16|4324.09|4330.26
12-18 00:00|4330.36|4337.66|4320.19|4333.59
12-18 01:00|4333.70|4342.37|4328.31|4342.37
12-18 02:00|4342.57|4346.44|4328.90|4336.05
12-18 03:00|4336.04|4341.03|4330.31|4336.98
12-18 04:00|4336.98|4346.03|4335.18|4341.30
12-18 05:00|4341.22|4346.23|4337.49|4338.31
12-18 07:00|4337.77|4343.30|4335.66|4339.25
12-18 08:00|4339.31|4343.00|4333.04|4334.68
12-18 09:00|4334.72|4337.04|4324.56|4331.60
12-18 10:00|4331.40|4337.83|4329.84|4333.26
12-18 11:00|4333.21|4336.77|4330.86|4333.24
12-18 12:00|4333.22|4333.59|4328.60|4331.80
12-18 13:00|4331.99|4337.51|4330.97|4333.28
12-18 14:00|4333.37|4336.23|4330.59|4334.03
12-18 15:00|4334.00|4337.79|4329.95|4331.42
12-18 16:00|4331.09|4332.71|4321.86|4326.60
12-18 17:00|4326.14|4328.64|4320.70|4323.60
12-18 18:00|4323.58|4327.64|4322.05|4325.33
12-18 19:00|4325.32|4328.57|4324.32|4325.66
12-18 20:00|4325.64|4326.67|4317.13|4320.70
12-18 21:00|4320.04|4343.01|4314.68|4336.51
12-18 22:00|4335.60|4341.33|4308.51|4328.45
12-18 23:00|4328.86|4341.49|4324.96|4338.09
12-19 00:00|4338.01|4374.63|4337.79|4360.41
12-19 01:00|4360.42|4363.45|4321.95|4333.09
12-19 02:00|4333.20|4341.33|4325.58|4331.78
12-19 03:00|4331.62|4334.86|4322.81|4325.07
12-19 04:00|4324.90|4338.15|4324.38|4335.03
12-19 05:00|4334.81|4334.81|4328.55|4332.51
12-19 07:00|4334.04|4336.92|4333.57|4335.14
12-19 08:00|4335.15|4335.83|4325.59|4326.11
12-19 09:00|4326.04|4328.43|4309.38|4323.30
12-19 10:00|4323.33|4328.03|4314.18|4316.55
12-19 11:00|4316.51|4322.51|4312.73|4318.10
12-19 12:00|4318.11|4323.05|4316.79|4322.87
12-19 13:00|4323.06|4328.92|4317.58|4325.91
12-19 14:00|4326.08|4329.59|4321.54|4326.52
12-19 15:00|4326.45|4329.70|4321.74|4322.78
12-19 16:00|4322.85|4330.94|4320.92|4325.93
12-19 17:00|4325.93|4333.57|4324.37|4329.57
12-19 18:00|4329.43|4331.79|4322.29|4327.81
12-19 19:00|4327.82|4329.56|4325.25|4327.18
12-19 20:00|4327.46|4328.80|4320.77|4326.72
12-19 21:00|4326.76|4335.35|4326.12|4328.35
12-19 22:00|4328.35|4337.79|4319.63|4332.59
12-19 23:00|4332.45|4349.24|4332.22|4347.83
12-20 00:00|4347.74|4354.63|4341.78|4349.72
12-20 01:00|4349.53|4356.07|4346.97|4353.55
12-20 02:00|4353.45|4356.47|4343.03|4348.60
12-20 03:00|4348.29|4350.78|4345.14|4345.21
12-20 04:00|4345.17|4346.46|4336.71|4339.61
12-20 05:00|4339.62|4340.12|4336.67|4338.60
12-22 07:00|4338.52|4356.40|4338.06|4355.10
12-22 08:00|4355.05|4366.29|4355.05|4364.86
12-22 09:00|4364.88|4384.87|4361.33|4382.86
12-22 10:00|4382.89|4388.75|4378.43|4385.95
12-22 11:00|4386.05|4394.97|4383.96|4392.54
12-22 12:00|4392.58|4400.77|4391.38|4398.36
12-22 13:00|4398.01|4409.53|4396.59|4400.09
12-22 14:00|4400.14|4420.04|4398.77|4419.45
12-22 15:00|4419.37|4420.41|4410.53|4414.50
12-22 16:00|4414.23|4415.04|4406.09|4408.42
12-22 17:00|4408.44|4414.75|4408.18|4411.17
12-22 18:00|4411.22|4415.93|4406.17|4408.75
12-22 19:00|4408.73|4411.73|4406.25|4410.42
12-22 20:00|4410.43|4415.91|4406.33|4415.55
12-22 21:00|4415.87|4427.40|4413.25|4423.71
12-22 22:00|4423.70|4429.17|4414.84|4419.13
12-22 23:00|4419.16|4435.66|4412.11|4431.75
12-23 00:00|4431.71|4442.10|4428.17|4438.74
12-23 01:00|4438.60|4442.07|4431.98|4438.44
12-23 02:00|4438.84|4438.84|4429.47|4435.16
12-23 03:00|4435.17|4435.98|4428.85|4433.50
12-23 04:00|4433.49|4439.35|4431.86|4438.75
12-23 05:00|4438.71|4449.01|4438.54|4443.68
12-23 07:00|4447.56|4461.76|4447.16|4460.24
12-23 08:00|4460.15|4470.65|4457.92|4470.40
12-23 09:00|4470.62|4490.77|4469.44|4486.66
12-23 10:00|4486.64|4497.91|4481.15|4493.43
12-23 11:00|4493.47|4496.47|4482.90|4486.85
12-23 12:00|4487.06|4488.45|4478.71|4482.59
12-23 13:00|4482.52|4485.59|4474.81|4475.13
12-23 14:00|4475.06|4481.43|4469.57|4481.35
12-23 15:00|4481.31|4489.59|4478.36|4486.54
12-23 16:00|4486.56|4493.32|4484.80|4490.02
12-23 17:00|4490.02|4491.16|4477.97|4480.34
12-23 18:00|4480.29|4487.66|4479.50|4484.19
12-23 19:00|4484.20|4494.34|4483.11|4493.60
12-23 20:00|4493.58|4493.74|4483.47|4486.45
12-23 21:00|4486.31|4497.35|4473.25|4479.23
12-23 22:00|4479.22|4479.63|4441.51|4446.55
12-23 23:00|4446.08|4459.20|4430.48|4458.55
12-24 00:00|4458.57|4476.51|4455.73|4474.29
12-24 01:00|4474.28|4479.89|4469.66|4472.73
12-24 02:00|4472.73|4484.99|4472.72|4484.30
12-24 03:00|4484.04|4496.31|4484.04|4490.89
12-24 04:00|4490.82|4499.75|4489.53|4497.49
12-24 05:00|4497.53|4498.86|4483.32|4484.70
12-24 07:00|4486.01|4510.23|4486.01|4503.26
12-24 08:00|4503.41|4518.25|4500.78|4511.87
12-24 09:00|4511.65|4525.76|4506.86|4518.67
12-24 10:00|4518.67|4519.32|4474.85|4477.26
12-24 11:00|4478.39|4498.33|4470.81|4493.17
12-24 12:00|4493.22|4501.51|4491.10|4499.33
12-24 13:00|4499.19|4500.60|4485.39|4488.33
12-24 14:00|4488.36|4498.20|4485.28|4493.63
12-24 15:00|4493.99|4495.06|4483.32|4483.79
12-24 16:00|4483.75|4492.83|4478.05|4482.21
12-24 17:00|4483.15|4495.91|4482.13|4494.83
12-24 18:00|4494.81|4500.02|4482.26|4489.34
12-24 19:00|4489.35|4491.94|4482.84|4491.52
12-24 20:00|4491.34|4496.09|4489.85|4490.71
12-24 21:00|4490.91|4493.38|4474.46|4487.98
12-24 22:00|4488.02|4489.57|4460.33|4465.00
12-24 23:00|4464.69|4476.63|4448.09|4458.47
12-25 00:00|4458.49|4478.26|4456.08|4476.94
12-25 01:00|4476.87|4487.76|4475.50|4480.57
12-25 02:00|4480.62|4482.49|4477.30|4479.37
12-26 07:00|4498.82|4504.90|4479.87|4494.92
12-26 08:00|4494.88|4518.02|4492.37|4517.60
12-26 09:00|4517.65|4531.15|4497.28|4503.91
12-26 10:00|4503.89|4509.98|4492.25|4508.80
12-26 11:00|4508.81|4513.39|4497.45|4501.77
12-26 12:00|4501.68|4511.63|4500.54|4508.94
12-26 13:00|4508.95|4514.82|4505.91|4510.10
12-26 14:00|4509.99|4519.54|4507.84|4511.82
12-26 15:00|4511.80|4515.76|4507.21|4511.12
12-26 16:00|4511.16|4519.43|4509.54|4518.63
12-26 17:00|4518.75|4520.51|4511.95|4512.67
12-26 18:00|4512.65|4523.71|4511.19|4514.59
12-26 19:00|4514.59|4515.26|4502.88|4509.74
12-26 20:00|4509.70|4514.82|4506.64|4508.66
12-26 21:00|4508.72|4528.34|4503.82|4525.14
12-26 22:00|4525.10|4533.46|4513.11|4521.16
12-26 23:00|4521.21|4547.26|4519.51|4546.44
12-27 00:00|4546.63|4549.86|4531.30|4536.18
12-27 01:00|4536.26|4537.59|4509.79|4519.12
12-27 02:00|4518.78|4532.70|4514.76|4531.08
12-27 03:00|4531.14|4535.75|4520.14|4523.83
12-27 04:00|4523.84|4535.63|4521.78|4531.27
12-27 05:00|4531.14|4534.62|4526.90|4531.68
12-29 07:00|4548.84|4549.09|4523.12|4527.02
12-29 08:00|4527.34|4527.90|4472.25|4497.27
12-29 09:00|4497.28|4517.49|4492.14|4497.35
12-29 10:00|4497.22|4515.85|4496.35|4512.51
12-29 11:00|4512.39|4520.04|4509.43|4516.60
12-29 12:00|4516.52|4519.64|4507.94|4515.75
12-29 13:00|4515.59|4519.36|4505.36|4506.42
12-29 14:00|4506.60|4510.61|4471.05|4475.05
12-29 15:00|4474.92|4481.72|4444.99|4474.51
12-29 16:00|4474.42|4488.62|4452.52|4461.08
12-29 17:00|4460.96|4476.13|4459.14|4472.13
12-29 18:00|4472.08|4474.69|4457.03|4460.88
12-29 19:00|4460.88|4467.74|4434.43|4446.83
12-29 20:00|4446.83|4464.74|4445.68|4464.45
12-29 21:00|4464.43|4467.55|4406.85|4421.69
12-29 22:00|4421.62|4421.62|4356.63|4360.33
12-29 23:00|4360.28|4360.66|4302.49|4325.35
12-30 00:00|4325.30|4347.59|4323.32|4341.80
12-30 01:00|4342.24|4343.20|4314.75|4328.21
12-30 02:00|4328.25|4334.44|4322.95|4331.35
12-30 03:00|4331.57|4338.08|4327.75|4336.90
12-30 04:00|4336.94|4344.46|4325.94|4334.68
12-30 05:00|4334.57|4339.32|4327.46|4331.77
12-30 07:00|4336.51|4347.29|4323.23|4345.64
12-30 08:00|4346.01|4350.97|4334.53|4339.75
12-30 09:00|4339.75|4360.22|4324.50|4360.22
12-30 10:00|4360.21|4364.90|4348.82|4362.50
12-30 11:00|4362.64|4369.22|4356.15|4359.21
12-30 12:00|4359.18|4369.67|4357.45|4363.43
12-30 13:00|4363.65|4380.15|4358.72|4377.83
12-30 14:00|4377.62|4378.61|4359.77|4364.73
12-30 15:00|4364.66|4383.12|4359.23|4372.30
12-30 16:00|4372.30|4373.87|4349.89|4365.08
12-30 17:00|4365.09|4376.38|4364.12|4371.98
12-30 18:00|4372.01|4391.56|4367.65|4384.83
12-30 19:00|4384.97|4390.22|4381.26|4384.17
12-30 20:00|4384.26|4402.90|4383.53|4401.14
12-30 21:00|4401.22|4404.26|4376.20|4388.41
12-30 22:00|4388.41|4392.14|4355.70|4366.49
12-30 23:00|4365.88|4377.37|4359.17|4365.17
12-31 00:00|4365.18|4379.86|4354.55|4377.72
12-31 01:00|4377.77|4381.85|4364.25|4370.17
12-31 02:00|4369.79|4378.74|4362.50|4364.84
12-31 03:00|4364.72|4368.12|4337.70|4348.56
12-31 04:00|4348.66|4355.55|4337.71|4341.42
12-31 05:00|4341.72|4350.56|4334.74|4338.48
12-31 07:00|4342.55|4346.40|4328.94|4339.03
12-31 08:00|4339.03|4346.81|4332.82|4342.43
12-31 09:00|4342.47|4373.42|4336.70|4366.04
12-31 10:00|4366.14|4371.36|4346.81|4348.84
12-31 11:00|4348.96|4359.85|4341.01|4348.57
12-31 12:00|4348.54|4351.35|4330.76|4333.08
12-31 13:00|4333.18|4343.06|4275.17|4285.83
12-31 14:00|4285.89|4329.09|4274.02|4327.84
12-31 15:00|4328.09|4334.94|4323.69|4331.22
12-31 16:00|4331.14|4332.90|4303.50|4307.43
12-31 17:00|4307.49|4337.16|4307.16|4325.81
12-31 18:00|4325.84|4331.51|4303.33|4306.43
12-31 19:00|4306.31|4316.16|4303.98|4310.91
12-31 20:00|4310.80|4318.17|4302.97|4313.76
12-31 21:00|4313.86|4348.44|4307.88|4345.96
12-31 22:00|4346.01|4353.40|4332.74|4346.15
12-31 23:00|4346.10|4346.46|4327.06|4337.44
01-01 00:00|4337.50|4339.87|4317.21|4323.09
01-01 01:00|4323.17|4329.68|4318.24|4321.97
01-01 02:00|4322.04|4331.55|4315.78|4319.78
01-01 03:00|4319.87|4322.95|4307.75|4311.63
01-02 07:00|4328.78|4351.52|4324.40|4348.35
01-02 08:00|4348.88|4356.05|4341.52|4354.02
01-02 09:00|4354.01|4356.16|4344.52|4348.10
01-02 10:00|4348.14|4363.08|4344.97|4362.99
01-02 11:00|4363.04|4375.54|4362.04|4375.20
01-02 12:00|4375.19|4378.43|4371.14|4373.12
01-02 13:00|4373.26|4381.74|4371.02|4380.64
01-02 14:00|4380.64|4381.08|4373.25|4374.58
01-02 15:00|4374.70|4383.43|4371.95|4382.91
01-02 16:00|4382.68|4397.27|4380.92|4387.04
01-02 17:00|4386.97|4391.64|4383.19|4385.39
01-02 18:00|4385.39|4398.61|4384.58|4396.00
01-02 19:00|4396.01|4399.38|4390.61|4393.08
01-02 20:00|4393.08|4398.26|4385.14|4394.47
01-02 21:00|4394.59|4402.33|4361.67|4366.00
01-02 22:00|4365.32|4373.71|4348.15|4353.50
01-02 23:00|4352.93|4356.90|4330.41|4335.32
01-03 00:00|4335.29|4337.39|4314.87|4326.60
01-03 01:00|4325.68|4333.77|4322.59|4323.12
01-03 02:00|4322.47|4323.72|4309.72|4315.12
01-03 03:00|4315.68|4326.23|4315.68|4318.21
01-03 04:00|4318.23|4331.58|4316.99|4331.40
01-03 05:00|4331.36|4333.35|4327.02|4332.70
01-05 07:00|4353.22|4375.93|4345.29|4372.47
01-05 08:00|4372.46|4396.50|4370.17|4395.01
01-05 09:00|4395.07|4420.67|4391.45|4401.97
01-05 10:00|4402.10|4409.74|4388.47|4405.55
01-05 11:00|4405.49|4414.10|4399.73|4400.17
01-05 12:00|4399.95|4408.34|4397.25|4404.39
01-05 13:00|4404.10|4414.56|4400.86|4412.45
